path,target_path,bytes,sha256,working_sha256,classification,disposition,notes
assets/cards/legacy_021.svg,legacy/web-prototype/assets/cards/legacy_021.svg,1917,ae4c860a17dcbe0b978a1521c345c18340754da0efd11802cb1601eea66777f6,535b54d0b59a5d313bfa1e0fa69f7b5b609fd19c9a3727bb5f56a13de744239b,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_022.svg,legacy/web-prototype/assets/cards/legacy_022.svg,1924,ddea706a3668b8a3a642c4c509fd97bbeca430af921f49d35ae26d5989c587e1,88c2fd4a6937e11ad80d47e2c20329e674b66dc996341a9831b434e936105370,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_023.svg,legacy/web-prototype/assets/cards/legacy_023.svg,1926,f38c3f75fac316bc8d4b9aa20e8fc8e6583b83440f0c0d7354c4db8e46c25715,2b52c649e9b9127cff5248ac3b291a53e6d9cdfb0592bec34849d10e8a9da853,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_024.svg,legacy/web-prototype/assets/cards/legacy_024.svg,1948,87277c7c97e9e34982076a0da50c2454e6545ab06cf34c910e557168168eaf47,2e21cb804170aaf1b616e1bf3d1defcdf78f47b04633ea1d15a7dd47a25762ea,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_025.svg,legacy/web-prototype/assets/cards/legacy_025.svg,1915,749b0bbf4aace114d9fd7c1789727e64042130546be62a918e1c32b152b6aee0,b3c6a19cd8329ba2848630351fbd6292284cbbc893f782317ac9e965d5456c3a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_026.svg,legacy/web-prototype/assets/cards/legacy_026.svg,1948,29459b90c675375323b15a261c60047e9466665fab162cd00a0d2b2a04edbcd8,dc96d3f2f4204a9c8cbaae0e698469a07709d6bdb524ef8ddec61e8cc087f098,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_027.svg,legacy/web-prototype/assets/cards/legacy_027.svg,1961,9090142f961e0312661fc400e4bc4b3657a3df03e6595e1bd0f7ecae027d5a29,2d9aac9c3a0aa92f460baa6c1f33e27052480c95f4515d6c54184617a010afec,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_028.svg,legacy/web-prototype/assets/cards/legacy_028.svg,1944,a976fc1adfd17d3b1c4178abf4244ee0ff679195da99778f0f9aabd7970bff6a,37cfbb9ff5d0cd2d8d59cf12a876bf1c4a46a9c798cf08c85f5efacde06c5017,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_029.svg,legacy/web-prototype/assets/cards/legacy_029.svg,1904,b176ea560ed2d7adec776a0208d75b8a235f202555e601a463cb3256ca39d980,c8503fffb60ec781da4af24c1c34aff8510c1a5b9a3341b5f778b564fd9caeeb,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_030.svg,legacy/web-prototype/assets/cards/legacy_030.svg,1936,96a26447117567fe268d28d71f5159f975b86cbf885a470ccaa6d16dd6fe4607,ff50599cb7dfbe195619e51075f2766745c10212fdfa0008eff29adf8858f47d,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_031.svg,legacy/web-prototype/assets/cards/legacy_031.svg,1924,3ed8542c0745644e3099185a592a2c74ec401b8be5fcf45b01e4ed2a27ce900c,8a660953243019e56a8035183570f558afd2e0e5888f94b870a165b4dcfad59f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_032.svg,legacy/web-prototype/assets/cards/legacy_032.svg,1949,62ab27831147e535177953c0e854530d4e3f845251adf5aa540ab6db6a42be64,8205585bc7a4dd72531dd142420a6827c291e799d77c59fbb67167e72c90413c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_033.svg,legacy/web-prototype/assets/cards/legacy_033.svg,1947,722f77d847d3c57a252cf2283f09fd9b10ba21b2eef0129bb32af3eb6f6aeb23,d117ccbf57b8b97b0106cc33f1a0c7fc3fe9f81be60157c00558a432c4681edd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_034.svg,legacy/web-prototype/assets/cards/legacy_034.svg,1948,dfb93d879cb70d253fbc1d6d789992aaafd0c1043d94626f9953cb189f183f76,774165619dfeb35c2779e907166f3a98aada7c78ba529f0dd4f4fea1141f5f2d,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_035.svg,legacy/web-prototype/assets/cards/legacy_035.svg,1917,710f5424c44c83db5a0035c800ef6f64beaab04b7bb17257abc7dfcc2a34a907,783e1952bff4653366e9202dd946f1814ac7c362e02796f571c7a8e6d792223e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_036.svg,legacy/web-prototype/assets/cards/legacy_036.svg,1962,1b5a2262770943841b1d6c0f101dd723591ed450041042688dbc98390b24672a,78591206fcf5d659763c2f9f1d1dcf63cd5c92116197398e8f7a1312b6054ca6,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_037.svg,legacy/web-prototype/assets/cards/legacy_037.svg,1919,69df3a2bc9fc388243aa058b4855797cf3afb801771c30d44760a325b246fbbb,eb11333e611e04db42bac9608356fd944d07ba2cb7ed9ba4e45bbb180c554244,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_038.svg,legacy/web-prototype/assets/cards/legacy_038.svg,1920,2731cf62c752eb594ef7cd60fb62f0db61bc958dff11817c3da4fa650509fbb0,6e68f0623af103b2cae4e7749bfc9da7d3cac4e15fb53d4e9f0a6a4355308332,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_039.svg,legacy/web-prototype/assets/cards/legacy_039.svg,1918,b7398775cde2a6c2accfe4412e52895e22322ee2da5313211faa1ff5f5e8f723,c3752e69f76db5048f49707d679e5785603a16e2f4ef92e7d248c203427c09f2,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_040.svg,legacy/web-prototype/assets/cards/legacy_040.svg,1908,542e1072a554a164edb502a356768c7ec01d7fa843ab1d7705a5e0e8c774533c,73ed785d12aef24928ec37255ededc6e7af40105fd0af3844e078e1327c3c33b,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_041.svg,legacy/web-prototype/assets/cards/legacy_041.svg,1921,87ff0ae7142f22280bd02d2b21bc44e6471dfc2ee7c4fc6e23085174629f929b,37797a67810345af133f1e7bc6c69baa9f2d2af69d15821791fa8377fd6e97ab,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_042.svg,legacy/web-prototype/assets/cards/legacy_042.svg,1917,c0ab98a37d0349a253ebf970ed3ca98a7d2ac1954125a8e74fdb003f407ac9e5,c383add8423dccbc1ac440eb493a9201155faa69cdc53e54a58aaaca14a49169,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_043.svg,legacy/web-prototype/assets/cards/legacy_043.svg,1917,bfbec199b18889d08aa2e89e9ea8d0617cc4d5e74f898104ffb4c0d44d1d9fc5,c4a82337309fcb1b491341d9ed346dee97111bc9143d01491ef53c28071a6096,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_044.svg,legacy/web-prototype/assets/cards/legacy_044.svg,1979,40b0b1d3deee4c7eaddba5db036688f1bd14e3541b26f1e071709501fe0ec59f,852f012522f046050fe8ae8faf0e1404af7291e5b5c4101ae0c9604ad26936d3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_045.svg,legacy/web-prototype/assets/cards/legacy_045.svg,1939,1369aa2372b767416e0477c364a0c4be5a1fd906f97114a70331ffa499ab7ad5,a90276e4ba931e96f82d9b7692a532f092761dde245480e6dffc7ad47ee1548c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_046.svg,legacy/web-prototype/assets/cards/legacy_046.svg,1959,ef74d72dddbc15a4cf9ca094a3dd627a327736a3d38fb9468df34be85052033e,6311fc0cc7d48089969d56dd44f68b903d180e390edede3eeab828f83ef23500,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_047.svg,legacy/web-prototype/assets/cards/legacy_047.svg,1932,0f947ec4c044d41456cc74df0bcbece17707f286084e9df96b1ec275f2dd0623,2d2ae3ad0f4fde2d2f4191c23d3118311d443177cc3bb9c57dd44c5b1810faaa,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_048.svg,legacy/web-prototype/assets/cards/legacy_048.svg,1934,be8eaf60f4a83fca8b8e0216847e55a0efc2f80220536bd2dddffc52ea11b2ba,f20d6c9a098068355b7c90a61677b8aed70883298c47ee79a10d244d5b8e65cc,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_049.svg,legacy/web-prototype/assets/cards/legacy_049.svg,1997,9f11bdb1524be233a38503b9e909fe7769652ce81e9c5a40a45f1488f41711d9,098d474768ade722a949e4d247fabac3278898b23b062f355fa6079a648da10f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_050.svg,legacy/web-prototype/assets/cards/legacy_050.svg,1916,a6f9bbc4124b395b314d2b6ea9a9df1cfed29c09d65d11539007daca6f030ec4,0310c4c892c6c4be1b7f6850b324d683bc7153b43f5a1e463f84e286c95ff5c1,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_051.svg,legacy/web-prototype/assets/cards/legacy_051.svg,1988,44f9b8a9026f37a358acc2e51c1973ba0f68e056da992ee6747cff111422c1e0,11d3e2e168c0dabac8d83fa208ca477f454a82418177511bc532a9fe730d71f2,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_052.svg,legacy/web-prototype/assets/cards/legacy_052.svg,1946,5d39d074f7d99ba6a97d56e42bb403507d06a810b0aa6d7bc7823f71958ff5ed,bd48a38952c23b02f000423c7c2b49f5c8f7799164e5420914e38e8766ada395,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_053.svg,legacy/web-prototype/assets/cards/legacy_053.svg,1898,2d789361336d94fa864a2e7451b4ff4fea31894eca29a13326d66b4a6d364f78,972fae9d96ac8ea6ea7dc7f0d027501a4eefe86f60f477f90018d0325583b623,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_054.svg,legacy/web-prototype/assets/cards/legacy_054.svg,1903,36b0954b1b068e3037e08f6f441c18300ad91241e88e1c60b613c7f412ac4e5a,f26fd6cce06dd1d6f34a272c673d9213704f2982f86fc181a5bc0d93fcf2e3b8,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_055.svg,legacy/web-prototype/assets/cards/legacy_055.svg,1910,0b6decc070a3da902126ce13012f11af32b83079e726bd523f1b91bb905a138a,31d98035e3de1c1a5b83923fc37ccb6aec819fae848136e33595bb09c6703abb,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_056.svg,legacy/web-prototype/assets/cards/legacy_056.svg,1943,e7831fab82a7f605a0cfcaa341d0a3a722a74e86873b7da44a22eb59b2032dc2,946e41591e5645a4159a2499006d1feda3f7bad560541fa9cfe13faf6ace283f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_057.svg,legacy/web-prototype/assets/cards/legacy_057.svg,1922,75f12ab934925ca0f0277659b0420a0c3113cd7946f799699c7354b4fbe87a2d,75fac6bdf456fa27e04cc8a2b26968df4d236da02822f0db973761828e67c0b0,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_058.svg,legacy/web-prototype/assets/cards/legacy_058.svg,1957,41859a6f8d0f7dc961df162b37b7f1d41462340ce1eff0d41d03400b58d306f0,8b5a1d66e03a5dd637bb2b66b4702674c84ea0a989cbc68f4d36eaa3e4ce15b4,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_059.svg,legacy/web-prototype/assets/cards/legacy_059.svg,1947,4e11e060344d26ff4b66e521ed477f65d21b67958ce52c427195174b2a9d90bf,d610f17b66cf5d56e894df072e67b79d50bf4068fd7cb3503525e1850db9941c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_060.svg,legacy/web-prototype/assets/cards/legacy_060.svg,1961,4ae585dc9ab7cd50bc4b73be8c4c21c17dc9fa0fea80abfef423e8c8d542f013,91a576809caa3fdf8e04827e0e6cb901a1d03fb8ee841be8d29044a2111f543c,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_061.svg,legacy/web-prototype/assets/cards/legacy_061.svg,1977,91e67a9b6058f8014bbaa34ee479802342e9152a2868b376c0a1b9b2273d2003,aedcb3dab501c2de54a01c252ae9a4e9dc26fdac0eaa180977a370d4a0858512,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_062.svg,legacy/web-prototype/assets/cards/legacy_062.svg,1950,36b62cf13601b14fc75975c512fb8147164d4a92a1008891ae66d32da0a28337,592e8e32c406118dede745b755da7e2db00995de40f7112245cfe17505b6c64b,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_063.svg,legacy/web-prototype/assets/cards/legacy_063.svg,1947,f72ef0313e0c2d121a86f18fccb36d4d3f91b873fc100b60cd2eb90b950373e6,fa67b284844e291a1aa85d72a5e28347f30dfb0390993e50a94ddfc51e47ec72,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_064.svg,legacy/web-prototype/assets/cards/legacy_064.svg,1940,8b8d0717777b9db5f99f3546a3dc6415c89b96f709fccde67de42f589e0c15dc,81fc414036f7ae321b7d14d09ae9f34e795b237f7c67df7b99e74831c54f04e3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_065.svg,legacy/web-prototype/assets/cards/legacy_065.svg,1942,9a0776a0abd9d6471c19ed0b6b6e676a19f5e1f9e6635b4da044da3d686a16bd,56e66a7f8c12a081730b304f3ffe94a95d5e412421d89651296fcebf66358e46,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_066.svg,legacy/web-prototype/assets/cards/legacy_066.svg,1944,05b33ce989a75ce2ec7d9e6723a719d806186473dd1202045f827f785e58a2f8,263aaa9dafde4c1fabfe852e23320061b81028ffb5237dc3a66e837cc238768a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_067.svg,legacy/web-prototype/assets/cards/legacy_067.svg,1953,056e42d4f502db1c85d54d024e86a9605204f05f32aad72503f8d8689d98ec00,f45c57f3e39559cbb1c0a430695a3d4bb5c442b98829d5eebe1ef3aaa658615e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_068.svg,legacy/web-prototype/assets/cards/legacy_068.svg,1940,d4d3d451dd49a9faddcb9422eac683260a8d6d8c2ad57116f4339f5490bad85f,2a368d0d5047ef5878509cd952641e27cfbd17227283952193d261beee9117e6,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_069.svg,legacy/web-prototype/assets/cards/legacy_069.svg,1933,a7f425674ae87fbd84a09e812992ddd18e5bc50d7c7f21e976165f9113648958,e3ad2071eceb9738349c86b8c6fa9cc03f299bfb6d8017ebf359ed7c555c9afc,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_070.svg,legacy/web-prototype/assets/cards/legacy_070.svg,1947,446f69ecfd2eeb6d9880b552a791c60a5be948defb620f2dd2ed010cb023a79b,d43ae0a04756411c81c1f1e61d602af607e4b1dfdca39ca77ce4dc2442a63fcd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_071.svg,legacy/web-prototype/assets/cards/legacy_071.svg,1910,c38099c7573a6093ed0f121a3e289348d5a6695244531fdeff3c6106cdf25136,856338ef707cf309749a5b1ef19f1dc0fdd6acdd38dfe29ebd82c8a999e2b0bd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_072.svg,legacy/web-prototype/assets/cards/legacy_072.svg,1942,87c9b65adc4b0879504a29d5cb489c26cb6a385142651067076b6825664cc8bc,a5cfd9f41dc38f647eabe7953b4f2b93d82a8ac82a7af7188f9e1b5a4e61aad9,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_073.svg,legacy/web-prototype/assets/cards/legacy_073.svg,1968,b0f9eb8b54f427f9bc06fcdd4d44823dece1ce73566d68314c28a123e8edfbb8,434919cead34c8d86156b0d5b6c6d0bdef51f80eb44239e871d510162afefac3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_074.svg,legacy/web-prototype/assets/cards/legacy_074.svg,1931,01d01fb1ca0d1779c00fec23d1eadf20261a264d4d9d5d5789169b83c30fadc6,637f7b788ceb5a0e32a6dec77b3d73e95c93ad2bb1fd82f90af6b357c16597ba,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_075.svg,legacy/web-prototype/assets/cards/legacy_075.svg,1913,227f22961f6b64ba8d26be6f14fa8ac4a19d773b45134fc5279214dec9a1a29c,4d3404894b0c7003d33ec5522d4cd4757d9953868ba6cda294cae85dbe285722,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_076.svg,legacy/web-prototype/assets/cards/legacy_076.svg,1927,969828f2ff63544514c486c3d221fe6a1e76d90c5bf6ec200af422edde0ac988,8929e99c1a4c9f23caf5bce73bd5cabc6ecb421b087ae82cd847858851a22fe8,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_077.svg,legacy/web-prototype/assets/cards/legacy_077.svg,1956,a2510ef21151b6cf92bfe519a647d57e5d4b5e4f3aad0e86b29351c174986386,ee4310da94a631ac35c873d76d8110aaa64c23a010f484895a2a8775eb26eb88,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_078.svg,legacy/web-prototype/assets/cards/legacy_078.svg,1938,b6a409de6cb437042ae49ebc0fb743e46519e495bf619f563d597a706b784844,a63ea6e39d001fdd21bbb81930bbbbffce444441f5e6471b341691fff9573ce0,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_079.svg,legacy/web-prototype/assets/cards/legacy_079.svg,1969,50654c1eb0719bfbf08d418676f7c37c8cd57788b560ffb347527ed9c9007d77,0c84e367c2526640bdd4cbc08eb5cb53d2a4482078201a1bb2d18383e1e81a60,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_080.svg,legacy/web-prototype/assets/cards/legacy_080.svg,1962,23f4624cdacea071b13926334073f432c1163a7986c4c0110b0b8500c5ee8322,faaf28f6ade226efb6e21b8b66dadfde7996660d5a2c82373341b3a0ede2f007,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_081.svg,legacy/web-prototype/assets/cards/legacy_081.svg,1946,2cdbf2c223215ab6ab1562651ef17ca3c83acdec19bf8c6f212ce63eebf4050b,3f806927b75bb052848005c3172820518325d936a3583519860b6d6c774e4196,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_082.svg,legacy/web-prototype/assets/cards/legacy_082.svg,1946,76f9858ad3b4b3e68da748ee48dca11d3625f6eab77a15b77197f52067ba2a8b,68135229c162514de46157924882e14d05f80f74f1e6cbee200210ab7a5da93e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_083.svg,legacy/web-prototype/assets/cards/legacy_083.svg,1980,8ce175b4d742ec00d02d8450599a74b513a5f7f7db51d56858df763a055adcac,054d8a330084a74f66e5ac1a6e1611f5f4d99f0338e165258f05ea6f85858578,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_084.svg,legacy/web-prototype/assets/cards/legacy_084.svg,1979,242a1c88d663fb60c7c7f503e53ee011b92eacf9eae43edb32a31f0745184171,d7e6a29a5234e67886f64174bf41cb1204a7e7ce8ce32676139704161befa769,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_085.svg,legacy/web-prototype/assets/cards/legacy_085.svg,1910,61edee14ad2952d75eba0b0bc87373b1736b1359dbb58e53a7e773384f84415c,f87c919cfbd4abb121bfa27ae5ce5d087fc6b153a64debcc90e7219966d4772f,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_086.svg,legacy/web-prototype/assets/cards/legacy_086.svg,1907,d5880e18a72d55d089555b6fb0bc4dba4ae9dc8b06d2ee48f79cd004f164ab40,f0d67e05273466f508214c35773ee6b66d5bace564aef8029122ab5d2f4f8e95,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_087.svg,legacy/web-prototype/assets/cards/legacy_087.svg,1924,9b9884153492201dddab9a2cc9d5fd4e8326a0848a5cf06403079149145209d5,53cf3ff8fd118df450ddc92e5f4349d41be85135c3ddd1c42e7ed0ffa05cb484,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_088.svg,legacy/web-prototype/assets/cards/legacy_088.svg,1921,7ba8b9ee45933d0d4fcf6f4fdf4c98e87d436d0bd91ecfe4551501a4e20c8b98,0a1ff2e52451231b11cf2a507508e0bee96659ad219889dba6f737923f9ea759,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_089.svg,legacy/web-prototype/assets/cards/legacy_089.svg,1895,383b6eec88f8a42f079b43db610358a2631b6c89a5845ac44e08906f320750e0,952df768fc9c66ac8681ffda0d9c59321aeb99b747d78ce4e981c1af0cd7bdac,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_090.svg,legacy/web-prototype/assets/cards/legacy_090.svg,1937,e4d5cd80c02abcf49924f7b53ddfe5e4b23e7c3233f196a383cc7f803ff98ba4,3fdd03ea57e8ce52846eb437e1a4d5be1603648b6e28c0b33cfe395812880849,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_091.svg,legacy/web-prototype/assets/cards/legacy_091.svg,1956,889fcaf788738777178e6f1dc3d8709cfde386263df7fc49e045a7ab37481be2,ab6ec5f378e38c9ead09c65df8ef961d9f0c4671edc61b0043bbeadb0c77fcaf,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_092.svg,legacy/web-prototype/assets/cards/legacy_092.svg,1922,64f614804a353f7565dca4087eabd45f05cdff9272d7cb0197e2e49e85ecfa8d,68e9474e22c95e956ca2ff33ef8b9869afff5d3a3ed31fc93460c35ff909c089,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_093.svg,legacy/web-prototype/assets/cards/legacy_093.svg,1908,06caa59b121986a9062351d7281a1854228b3e52887ac632489e94c0b5a55ec8,6c8d92dd2d4f627e1a1b59f43a6e4c8167671badcfadfcebe3a9cf247f1e840e,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_094.svg,legacy/web-prototype/assets/cards/legacy_094.svg,1950,b1b5b4ff368b93bd395d329b299c5890d6d846fbfe073f71e5703aa70d63079c,ca14143fa2ecd5fff8212523257bebdca70bb478e3eeb65b7b9ec23a2a079e59,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_095.svg,legacy/web-prototype/assets/cards/legacy_095.svg,1912,07d1715076165e6aaeb3d48b6063de3c5ad32f167e7ff925ce9d29d8721e308f,20cf4b2665e254affdadd85c6bf1e45b709255429be6f7c0595cd1c0ccfc074d,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_096.svg,legacy/web-prototype/assets/cards/legacy_096.svg,1942,2c4ea73619ab3bc41bcaef037c70e314d5ceeb2fb88e432e439e42572d038432,d0ebf4cb64afd25d7fe9c84d2273fe59e7463e97a26c9fa6268fa1286161aff7,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_097.svg,legacy/web-prototype/assets/cards/legacy_097.svg,1990,78779af067d0e958365ca5dead90f3c9add5141320f8b870a24c3d198dc47f64,9d885774f29d02943623236200b3554e0a16615d2121cd148c22e62f138161c3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_098.svg,legacy/web-prototype/assets/cards/legacy_098.svg,1919,24e61fad313875822207677baa74257ee6ec2113bd4e18a2a1770dc62ee5d003,2e1ed5b906318fccb2a37d5450082c312ea2d524ef54f14f53a64063a4f7cfd3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_099.svg,legacy/web-prototype/assets/cards/legacy_099.svg,1889,0be6d8e51aec09bc63b8c27d36d72871f3e5526b715e5eb9f01eab37b7556d79,20a28ae69943d9434e9360be3ce7caaab71f95e640f269c2595d2c6699a6724d,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_100.svg,legacy/web-prototype/assets/cards/legacy_100.svg,1981,23c1047b4a87c58fd76ea20b3ad0a574dc09b853bb6ae2f10b25d959bcf3c5e4,1fde32cd612d7e3556a18bf1a9151068a23b20b1ad6c63de4d0c24104f9bf42a,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_101.svg,legacy/web-prototype/assets/cards/legacy_101.svg,1956,979f9a4908a8316891e77dca27f03782c4c27dd724a4f9b601c4656ad3ab8709,de30e84655f13883d9dfd25447013fe0b5469c5f801d4652b298eece02754231,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_102.svg,legacy/web-prototype/assets/cards/legacy_102.svg,1900,9b6e90330194b2b5dd0f906638f98507ad02f5b1358705c70236d958040e8887,ce50c4c764fd5c9390d1b2e2b069d7f464751b7e3b2ac8faa5069453d35b189b,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_103.svg,legacy/web-prototype/assets/cards/legacy_103.svg,1940,16f0d9523dd5cca18e44e86de0a52ff9dd3c49a092dee460b90330606a8d4f41,4b78ec31db629f6c3597edb26637cbf893cf6268b631ba066373eda0c39fe6d3,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_104.svg,legacy/web-prototype/assets/cards/legacy_104.svg,1946,238430a8c7a63d04f7e2958275097de8cc4c015cadc2c829f80dc1d773f9d288,48e270b77dfc7872b9bfaa6ca2d865ea1e2a8d5e701ff8b0464b1cfe9bbb5af2,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_105.svg,legacy/web-prototype/assets/cards/legacy_105.svg,1947,5d8b9a06ee104201c36011c550d31e28b7698398db977da3bae2e1ff9cca362f,f2539faf9d389d812a1e66324d2082d35d0b4b2b546bd0c78acc69ab97135fbd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_106.svg,legacy/web-prototype/assets/cards/legacy_106.svg,1908,2f584fd2166504ed03e23f5553ec875bb77fe79bdbfd8520dbbe8409dbf80c16,ca3d264d41484a1c71fee41b4c399bbf96bdc134aaf521d93e394416a377ee09,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_107.svg,legacy/web-prototype/assets/cards/legacy_107.svg,1898,6cde923a20eadba33c18462e316177b115f2e4123aa6c6e129e9e4450b616eda,0f0f5a786030318722b181b9b8f31328fc363a4b1043915134f60fccce274b30,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
assets/cards/legacy_108.svg,legacy/web-prototype/assets/cards/legacy_108.svg,1936,c343123ed26a74f0fe39b9573b25bdd7604329f7288a08083a767119c40daa10,e853e943de2e08016efb3d98645d74320f098a981a34ebcbd02fe7b94ec3f1fd,generated-asset,git-mv,prototype placeholder; retain for behavior oracle
